,age,balance,duration,campaign,previous,housing_le,loan_le,default_le,recent_pdays,deposit_le,entrepreneur,other,pink-collar,self-employed,technician,white-collar,married,single,secondary,tertiary,unknown,success,unknown_outcome
3088,79,8556,326,2,2,0,0,0,0.003676470588235294,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3089,64,588,366,1,2,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,1,0,1,0,0,0,0
3090,42,994,453,1,9,1,0,0,0.014925373134328358,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3091,47,820,262,1,1,0,0,0,0.01098901098901099,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3092,66,203,353,1,1,0,0,0,0.005128205128205128,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3093,61,86,639,1,1,0,0,0,0.010638297872340425,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3094,27,2855,240,1,3,0,0,0,0.0033222591362126247,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3095,63,474,423,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3096,36,203,255,1,1,0,0,0,0.011363636363636364,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3097,38,7005,696,1,2,1,0,0,0.0049504950495049506,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3098,92,775,164,4,3,0,0,0,0.010416666666666666,1,0,1,0,0,0,0,1,0,0,0,1,1,0
3099,77,4112,1616,1,2,0,0,0,0.010526315789473684,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3100,30,255,143,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,1,0,0,0,1
3101,81,243,340,1,1,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3102,42,942,245,1,2,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,0,1,0,0,1,1,0
3103,48,1180,142,1,3,0,0,0,0.004201680672268907,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3104,52,992,342,1,2,1,0,0,0.010869565217391304,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3105,38,70,164,4,4,0,0,0,0.010869565217391304,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3106,61,4629,181,1,1,1,0,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,0,0,1,1,0
3107,20,829,196,3,2,0,0,0,0.0049504950495049506,1,0,1,0,0,0,0,0,1,0,0,1,1,0
3108,39,0,366,1,10,0,0,0,0.0022935779816513763,1,0,0,0,0,0,1,1,0,1,0,0,0,0
3109,44,2776,701,1,0,1,0,0,0.0001,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3110,73,279,399,3,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3111,36,129,918,1,1,0,0,0,0.010752688172043012,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3112,48,157,417,4,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3113,52,659,390,4,1,0,0,0,0.010752688172043012,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3114,30,2493,293,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3115,36,3949,130,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3116,80,997,151,1,3,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3117,33,1699,202,1,3,0,0,0,0.012048192771084338,1,0,0,0,0,1,0,1,0,0,1,0,1,0
3118,56,1181,186,1,1,0,0,0,0.0023094688221709007,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3119,54,0,161,1,2,0,0,0,0.01020408163265306,1,0,0,0,0,0,1,1,0,1,0,0,0,0
3120,34,0,155,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3121,66,1948,216,1,4,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,1,0,0,1,0,1,0
3122,52,306,223,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3123,60,18967,177,2,0,1,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3124,28,261,254,3,6,1,1,0,0.007042253521126761,1,0,0,0,0,0,1,0,1,1,0,0,1,0
3125,56,694,144,1,1,0,0,0,0.00980392156862745,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3126,36,202,313,1,3,0,0,0,0.008333333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3127,45,4831,479,11,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3128,60,264,265,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,0,1,0,1
3129,33,278,563,5,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,1,1,0,0,0,1
3130,77,7802,483,2,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3131,66,3629,474,1,2,0,0,0,0.005813953488372093,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3132,45,547,577,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3133,30,4468,204,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,1,0,0,1,0,1
3134,56,1989,336,2,2,0,0,0,0.0035587188612099642,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3135,64,2645,219,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,1,0,0,0,1,0,1
3136,30,4060,179,1,1,0,0,0,0.010752688172043012,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3137,33,303,355,1,5,1,0,0,0.0033222591362126247,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3138,72,2600,443,2,3,0,0,0,0.012195121951219513,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3139,44,1818,508,1,4,1,1,0,0.010869565217391304,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3140,37,728,129,1,2,0,0,0,0.005747126436781609,1,0,0,0,0,0,1,0,1,1,0,0,0,1
3141,52,955,153,1,3,0,1,0,0.020833333333333332,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3142,37,265,140,1,2,1,1,0,0.00273224043715847,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3143,34,123,301,3,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3144,78,4807,892,2,4,0,0,0,0.009615384615384616,1,0,1,0,0,0,0,1,0,0,0,1,1,0
3145,45,205,373,1,1,0,0,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3146,68,2812,279,2,1,0,0,0,0.0055248618784530384,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3147,53,6571,208,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3148,39,2758,658,3,0,0,0,0,0.0001,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3149,55,2037,305,2,3,0,0,0,0.010638297872340425,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3150,32,0,233,3,2,0,0,0,0.0036231884057971015,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3151,76,2223,429,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3152,35,1085,195,6,12,0,0,0,0.010309278350515464,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3153,55,602,390,2,6,0,0,0,0.006666666666666667,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3154,41,1646,261,1,6,1,0,0,0.005434782608695652,1,0,0,0,0,1,0,0,1,0,1,0,1,0
3155,35,415,649,1,1,0,0,0,0.005681818181818182,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3156,80,2354,739,1,2,0,0,0,0.0055248618784530384,1,0,1,0,0,0,0,1,0,1,0,0,0,0
3157,38,318,383,1,5,0,0,0,0.0055248618784530384,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3158,48,1730,489,1,2,1,0,0,0.0056179775280898875,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3159,25,448,151,1,1,0,0,0,0.003367003367003367,1,0,0,0,0,0,1,1,0,0,0,1,1,0
3160,36,994,195,1,5,0,0,0,0.005681818181818182,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3161,29,19,110,2,2,0,0,0,0.015625,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3162,58,1625,286,2,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3163,46,1144,376,2,3,1,0,0,0.007751937984496124,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3164,23,897,190,2,8,1,0,0,0.0035714285714285713,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3165,67,704,186,2,1,0,0,0,0.010309278350515464,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3166,30,1996,1133,3,1,0,0,0,0.009900990099009901,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3167,22,216,363,1,1,0,0,0,0.0053475935828877,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3168,45,1206,309,1,3,0,0,0,0.002242152466367713,1,0,0,0,0,0,1,1,0,1,0,0,0,0
3169,40,1855,78,6,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3170,35,62,469,2,2,0,0,0,0.005405405405405406,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3171,33,1536,359,1,3,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3172,60,824,127,1,7,1,0,0,0.0017921146953405018,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3173,24,235,98,1,1,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3174,18,108,92,1,1,0,0,0,0.00546448087431694,1,0,1,0,0,0,0,0,1,0,0,1,1,0
3175,65,2331,290,1,1,0,0,0,0.010869565217391304,1,1,0,0,0,0,0,1,0,0,1,0,1,0
3176,27,390,120,2,2,0,0,0,0.009615384615384616,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3177,35,-32,63,4,5,0,1,0,0.005494505494505495,1,0,0,0,0,0,1,0,1,1,0,0,0,0
3178,39,172,125,2,2,1,0,0,0.00546448087431694,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3179,53,10541,164,2,1,0,0,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3180,23,480,742,2,1,0,0,0,0.005494505494505495,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3181,34,2374,243,2,3,1,0,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3182,36,479,629,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3183,52,94,153,1,13,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3184,36,417,151,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,1,0,0,1,0,1
3185,61,2557,158,2,5,1,0,0,0.010869565217391304,1,0,1,0,0,0,0,1,0,0,1,0,1,0
3186,58,589,511,3,6,1,0,0,0.00546448087431694,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3187,48,201,406,2,2,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3188,34,2885,314,2,4,0,0,0,0.00641025641025641,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3189,58,2155,135,2,5,0,1,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3190,39,902,691,2,5,1,0,0,0.005555555555555556,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3191,44,1791,71,1,1,0,0,0,0.005263157894736842,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3192,54,2206,449,1,3,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3193,27,5291,293,1,4,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3194,77,638,288,1,1,0,0,0,0.005319148936170213,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3195,30,4448,112,8,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,1,0,0,0,1
3196,61,5267,226,3,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3197,76,3324,309,1,4,0,0,0,0.011111111111111112,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3198,28,61,253,1,4,1,0,0,0.005747126436781609,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3199,35,0,391,2,5,1,0,0,0.010869565217391304,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3200,59,116,268,1,7,0,0,0,0.00546448087431694,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3201,42,413,456,2,2,1,0,0,0.005434782608695652,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3202,35,353,352,1,1,0,0,0,0.00546448087431694,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3203,71,1712,660,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3204,60,523,467,1,3,0,0,0,0.005494505494505495,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3205,34,1454,231,2,2,1,0,0,0.003367003367003367,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3206,57,9367,981,1,6,0,0,0,0.011111111111111112,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3207,75,291,515,1,1,0,0,0,0.00546448087431694,1,0,1,0,0,0,0,1,0,1,0,0,0,0
3208,64,846,671,1,3,0,0,0,0.0055248618784530384,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3209,36,341,419,2,1,0,0,0,0.00546448087431694,1,0,0,0,0,1,0,1,0,0,1,0,1,0
3210,29,113,328,2,4,0,0,0,0.00546448087431694,1,0,0,0,0,1,0,0,1,1,0,0,1,0
3211,34,13014,637,1,1,0,0,0,0.00546448087431694,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3212,26,632,218,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,1,1,0,0,0,1
3213,41,27696,138,2,3,0,0,0,0.005434782608695652,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3214,47,3715,171,2,4,0,0,0,0.005494505494505495,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3215,52,4675,181,3,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3216,32,3271,375,1,1,0,0,0,0.00267379679144385,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3217,21,123,379,5,2,0,0,0,0.010752688172043012,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3218,54,10185,251,1,3,0,0,0,0.005376344086021506,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3219,29,1026,138,2,2,0,0,0,0.010869565217391304,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3220,32,905,666,4,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3221,38,775,1835,3,2,0,0,0,0.005494505494505495,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3222,48,926,382,4,6,0,0,0,0.005405405405405406,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3223,46,349,295,2,1,0,0,0,0.0016233766233766235,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3224,32,484,83,6,3,1,0,0,0.0053475935828877,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3225,49,1830,136,1,0,1,0,0,0.0001,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3226,37,2987,93,1,9,1,0,0,0.01098901098901099,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3227,37,197,531,1,2,0,0,0,0.01098901098901099,1,0,0,0,0,1,0,0,1,0,1,0,1,0
3228,23,431,201,3,2,0,0,0,0.005376344086021506,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3229,58,169,216,1,4,0,0,0,0.01098901098901099,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3230,45,226,91,4,6,1,0,0,0.005405405405405406,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3231,30,2424,337,1,2,0,0,0,0.010526315789473684,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3232,23,1234,379,1,1,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3233,34,271,308,1,4,1,0,0,0.010638297872340425,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3234,27,-69,205,3,0,1,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3235,28,1562,659,4,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,1,0,1,0,0,1
3236,61,52587,394,3,1,0,0,0,0.005291005291005291,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3237,27,535,171,1,2,0,0,0,0.01098901098901099,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3238,34,2159,386,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3239,52,195,220,1,5,1,0,0,0.015873015873015872,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3240,28,154,416,2,0,1,0,0,0.0001,1,0,0,0,0,1,0,0,1,1,0,0,0,1
3241,35,681,737,1,2,0,0,0,0.0017825311942959,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3242,66,2326,232,1,1,0,1,0,0.0055248618784530384,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3243,52,961,222,1,4,0,1,0,0.0018083182640144665,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3244,26,2532,269,1,0,1,1,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3245,38,455,255,2,6,1,0,0,0.0018018018018018018,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3246,59,2013,222,4,2,0,0,0,0.010638297872340425,1,0,0,0,1,0,0,1,0,0,1,0,1,0
3247,47,1568,388,1,7,1,0,0,0.003816793893129771,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3248,22,1215,145,3,1,0,0,0,0.005208333333333333,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3249,82,121,330,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3250,60,1,302,1,1,0,0,0,0.005434782608695652,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3251,53,597,392,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3252,39,763,543,1,1,0,0,0,0.005291005291005291,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3253,27,326,326,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,1,0,0,1,0,1
3254,35,1380,155,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3255,80,0,639,1,1,0,0,0,0.005291005291005291,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3256,47,368,269,1,5,0,0,0,0.0053475935828877,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3257,72,438,279,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3258,45,483,95,2,11,0,0,0,0.0037735849056603774,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3259,37,7620,367,1,6,0,0,0,0.005681818181818182,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3260,29,805,132,1,7,0,0,0,0.009708737864077669,1,0,0,0,1,0,0,0,1,0,1,0,0,0
3261,40,0,228,2,6,1,0,0,0.005494505494505495,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3262,32,302,61,1,2,1,1,0,0.0026041666666666665,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3263,20,215,175,1,6,0,0,0,0.010869565217391304,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3264,48,5473,127,2,2,0,0,0,0.005434782608695652,1,0,0,1,0,0,0,1,0,0,1,0,1,0
3265,60,106,137,1,4,0,0,0,0.0053475935828877,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3266,70,2346,694,1,5,0,0,0,0.005434782608695652,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3267,78,3219,151,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3268,52,2227,242,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,1,0,1
3269,61,6610,481,2,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3270,27,195,416,3,0,1,0,0,0.0001,1,0,0,1,0,0,0,0,1,1,0,0,0,1
3271,63,973,318,1,1,0,0,0,0.002577319587628866,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3272,59,7766,1422,1,1,1,0,0,0.0021691973969631237,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3273,22,948,169,1,3,0,0,0,0.005235602094240838,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3274,66,2149,98,1,10,1,0,0,0.011494252873563218,1,0,0,0,0,0,1,1,0,0,0,1,0,0
3275,74,1413,385,2,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3276,52,117,959,3,6,0,0,0,0.005376344086021506,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3277,71,0,771,1,1,0,0,0,0.005847953216374269,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3278,33,71,335,3,2,0,0,0,0.00980392156862745,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3279,56,1938,229,1,4,0,1,0,0.005208333333333333,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3280,30,5359,427,1,3,0,0,0,0.005235602094240838,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3281,73,519,270,3,2,0,0,0,0.007518796992481203,1,0,1,0,0,0,0,1,0,0,0,1,1,0
3282,28,-46,525,1,11,1,0,0,0.011235955056179775,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3283,27,1075,658,1,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3284,38,91,207,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,1,1,0,0,0,1
3285,28,598,177,1,2,1,0,0,0.003472222222222222,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3286,37,1027,313,1,2,1,0,0,0.006578947368421052,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3287,47,235,136,2,1,0,0,0,0.0049261083743842365,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3288,60,2,228,4,2,0,0,0,0.002564102564102564,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3289,42,4945,311,2,0,1,0,0,0.0001,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3290,27,311,187,3,1,0,0,0,0.003105590062111801,1,0,1,0,0,0,0,0,1,0,1,0,0,1
3291,25,154,141,1,2,0,0,0,0.005555555555555556,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3292,90,712,557,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3293,29,7585,145,2,1,0,0,0,0.005050505050505051,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3294,29,2489,355,1,5,1,0,0,0.011627906976744186,1,0,0,0,0,1,0,0,1,0,1,0,0,0
3295,63,2896,180,2,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3296,32,354,177,2,5,0,0,0,0.007518796992481203,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3297,32,2667,251,1,4,1,0,0,0.0055248618784530384,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3298,42,144,148,1,4,0,0,0,0.011494252873563218,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3299,26,760,456,2,5,1,0,0,0.0035587188612099642,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3300,73,1050,562,3,2,0,0,0,0.0055248618784530384,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3301,26,5296,229,1,1,0,0,0,0.004878048780487805,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3302,60,12980,115,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,1,0,0,0,1
3303,25,509,418,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3304,64,1644,341,4,4,0,0,0,0.00558659217877095,1,0,1,0,0,0,0,1,0,0,1,0,1,0
3305,68,451,373,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3306,39,53,257,1,1,0,0,0,0.0025380710659898475,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3307,40,334,219,1,6,0,0,0,0.01098901098901099,1,0,1,0,0,0,0,0,1,1,0,0,0,1
3308,37,6771,319,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3309,36,52,498,2,7,1,0,0,0.00558659217877095,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3310,33,2240,264,2,1,0,0,0,0.0035971223021582736,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3311,83,4761,659,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,1,0,0,1
3312,31,1570,277,4,1,1,0,0,0.0034965034965034965,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3313,64,588,409,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3314,59,957,301,1,2,0,0,0,0.011235955056179775,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3315,33,224,241,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3316,35,2161,139,2,3,0,0,0,0.0055248618784530384,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3317,69,426,225,1,1,0,0,0,0.011111111111111112,1,0,1,0,0,0,0,1,0,0,0,1,1,0
3318,31,147,469,1,2,0,0,0,0.0055248618784530384,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3319,73,508,176,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3320,35,294,301,1,4,1,0,0,0.011111111111111112,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3321,28,1825,236,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3322,34,158,212,3,6,0,0,0,0.0055248618784530384,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3323,33,0,305,1,1,1,0,0,0.003067484662576687,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3324,36,4721,288,2,3,0,0,0,0.011111111111111112,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3325,44,282,700,2,3,0,0,0,0.006493506493506494,1,0,0,0,0,0,1,1,0,0,0,1,1,0
3326,19,108,273,2,1,0,0,0,0.005494505494505495,1,0,1,0,0,0,0,0,1,0,0,1,1,0
3327,28,187,295,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,1,0,0,1
3328,51,3764,450,3,6,0,0,0,0.0055248618784530384,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3329,52,1416,436,2,1,0,0,0,0.005494505494505495,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3330,61,2801,239,1,0,1,1,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3331,39,494,106,2,3,0,0,0,0.0020920502092050207,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3332,37,1978,335,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3333,80,155,290,1,2,0,0,0,0.010752688172043012,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3334,61,4608,212,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,1,0,1,0,0,0,1
3335,72,951,229,3,1,0,1,0,0.0029498525073746312,1,0,1,0,0,0,0,1,0,1,0,0,0,0
3336,36,495,213,3,6,0,0,0,0.005494505494505495,1,0,0,0,0,0,1,1,0,0,1,0,1,0
3337,74,1843,192,1,2,0,0,0,0.005405405405405406,1,0,1,0,0,0,0,1,0,0,1,0,1,0
